NAME,KEYWORD,S,BETX,ALFX,MUX,BETY,ALFY,MUY,X,PX,Y,PY,T,PT,DX,DPX,DY,DPY,WX,PHIX,DMUX,WY,PHIY,DMUY,DDX,DDPX,DDY,DDPY,R11,R12,R21,R22,ENERGY,L,ANGLE,K0L,K0SL,K1L,K1SL,K2L,K2SL,K3L,K3SL,K4L,K4SL,K5L,K5SL,K6L,K6SL,K7L,K7SL,K8L,K8SL,K9L,K9SL,K10L,K10SL,K11L,K11SL,K12L,K12SL,K13L,K13SL,K14L,K14SL,K15L,K15SL,K16L,K16SL,K17L,K17SL,K18L,K18SL,K19L,K19SL,K20L,K20SL,KSI,HKICK,VKICK,TILT,E1,E2,H1,H2,HGAP,FINT,FINTX,VOLT,LAG,FREQ,HARMON,SLOT_ID,ASSEMBLY_ID,MECH_SEP,V_POS,BBCHARGE,XMA,YMA,SIGX,SIGY,LRAD,PARENT,COMMENTS,RE11,RE12,RE13,RE14,RE15,RE16,RE21,RE22,RE23,RE24,RE25,RE26,RE31,RE32,RE33,RE34,RE35,RE36,RE41,RE42,RE43,RE44,RE45,RE46,RE51,RE52,RE53,RE54,RE55,RE56,RE61,RE62,RE63,RE64,RE65,RE66,KMAX,KMIN,CALIB,POLARITY,ALFA,BETA11,BETA12,BETA13,BETA21,BETA22,BETA23,BETA31,BETA32,BETA33,ALFA11,ALFA12,ALFA13,ALFA21,ALFA22,ALFA23,ALFA31,ALFA32,ALFA33,GAMA11,GAMA12,GAMA13,GAMA21,GAMA22,GAMA23,GAMA31,GAMA32,GAMA33,BETA11P,BETA12P,BETA13P,BETA21P,BETA22P,BETA23P,BETA31P,BETA32P,BETA33P,ALFA11P,ALFA12P,ALFA13P,ALFA21P,ALFA22P,ALFA23P,ALFA31P,ALFA32P,ALFA33P,GAMA11P,GAMA12P,GAMA13P,GAMA21P,GAMA22P,GAMA23P,GAMA31P,GAMA32P,GAMA33P,DISP1,DISP2,DISP3,DISP4,DISP1P,DISP2P,DISP3P,DISP4P,DISP1P2,DISP2P2,DISP3P2,DISP4P2,DISP1P3,DISP2P3,DISP3P3,DISP4P3,MU1,MU2,MU3,SIG11,SIG12,SIG13,SIG14,SIG15,SIG16,SIG21,SIG22,SIG23,SIG24,SIG25,SIG26,SIG31,SIG32,SIG33,SIG34,SIG35,SIG36,SIG41,SIG42,SIG43,SIG44,SIG45,SIG46,SIG51,SIG52,SIG53,SIG54,SIG55,SIG56,SIG61,SIG62,SIG63,SIG64,SIG65,SIG66,N1
"QF","QUADRUPOLE",101.98,13.22007768,1.217855285,2.340716963,5.106431867,0.1551010403,2.320872067,0,0,0,0,0,0,0.1756844631,-0.01101729181,0,0,25.65519515,3.839191854,1.29013245,24.24292546,4.231459674,-1.098246387,-31.32411441,-3.587274029,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,0.3919195619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966459208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322007768e-05,-1.217855285e-06,0,0,-2.268361523e-07,0,-1.217855285e-06,1.878333513e-07,0,0,4.189986298e-08,0,0,0,5.106431867e-06,-1.551010403e-07,0,0,0,0,-1.551010403e-07,2.005424452e-07,0,0,-2.268361523e-07,4.189986298e-08,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"O_DRIFT2","DRIFT",105.48,6.99604924,0.5604385557,2.400000564,6.477369538,-0.5467975179,2.425000165,0,0,0,0,0,0,0.1371239418,-0.01101729181,0,0,26.23652466,3.961452312,-0.005007842006,25.12072455,4.438639746,-0.004990229694,-43.83048595,-3.587274029,0,0,-0,-0,-0,-0,298.7070812,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966583403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99604924e-06,-5.604385557e-07,0,0,-8.018663187e-08,0,-5.604385557e-07,1.878333513e-07,0,0,4.189986298e-08,0,0,0,6.477369538e-06,5.467975179e-07,0,0,0,0,5.467975179e-07,2.005424452e-07,0,0,-8.018663187e-08,4.189986298e-08,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"O_DRIFT2","DRIFT",108.98,5.373937904,-0.09697817386,2.49668687,12.76159712,-1.248696076,2.487892636,0,0,0,0,0,0,0.09856342042,-0.01101729181,0,0,26.83136581,4.158356258,-2.363228336,25.99959452,4.563421273,1.478477947,-56.33685748,-3.587274029,0,0,-0,-0,-0,-0,298.7070812,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966707598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.373937904e-06,9.697817386e-08,0,0,6.646288856e-08,0,9.697817386e-08,1.878333513e-07,0,0,4.189986298e-08,0,0,0,1.276159712e-05,1.248696076e-06,0,0,0,0,1.248696076e-06,2.005424452e-07,0,0,6.646288856e-08,4.189986298e-08,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"QD","QUADRUPOLE",109.45,6.599139983,-2.671569296,2.509660611,11.57729256,3.608178473,2.493856614,0,0,0,0,0,0,0.1026552729,0.02870202524,0,0,26.60814143,4.185419486,-2.543561523,25.94732371,4.576400537,1.611274912,-63.4738948,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,-0.4009681338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496779777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.599139983e-06,2.671569296e-06,0,0,9.314182205e-08,0,2.671569296e-06,1.233082269e-06,0,0,7.340483898e-08,0,0,0,1.157729256e-05,-3.608178473e-06,0,0,0,0,-3.608178473e-06,1.21090072e-06,0,0,9.314182205e-08,7.340483898e-08,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"O4","DRIFT",109.715,8.101664913,-2.998336098,2.515430006,9.74999347,3.287289782,2.49782675,0,0,0,0,0,0,0.1102613096,0.02870202524,0,0,26.21237486,4.197730118,-2.605620523,25.92575581,4.586843973,1.695915258,-70.70122157,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967773273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.101664913e-06,2.998336098e-06,0,0,1.125941044e-07,0,2.998336098e-06,1.233082269e-06,0,0,7.340483898e-08,0,0,0,9.74999347e-06,-3.287289782e-06,0,0,0,0,-3.287289782e-06,1.21090072e-06,0,0,1.125941044e-07,7.340483898e-08,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",109.875,9.09269937,-3.195629261,2.518397103,8.729059798,3.093545667,2.500587175,0,0,0,0,0,0,0.1148536336,0.02870202524,0,0,25.97372722,4.204141711,-2.63289371,25.91584255,4.593877965,1.752718968,-75.06489057,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967758482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09269937e-06,3.195629261e-06,0,0,1.243388786e-07,0,3.195629261e-06,1.233082269e-06,0,0,7.340483898e-08,0,0,0,8.729059798e-06,-3.093545667e-06,0,0,0,0,-3.093545667e-06,1.21090072e-06,0,0,1.243388786e-07,7.340483898e-08,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"IBPM","MONITOR",109.875,9.09269937,-3.195629261,2.518397103,8.729059798,3.093545667,2.500587175,0,0,0,0,0,0,0.1148536336,0.02870202524,0,0,25.97372722,4.204141711,-2.63289371,25.91584255,4.593877965,1.752718968,-75.06489057,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MONITOR","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967758482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09269937e-06,3.195629261e-06,0,0,1.243388786e-07,0,3.195629261e-06,1.233082269e-06,0,0,7.340483898e-08,0,0,0,8.729059798e-06,-3.093545667e-06,0,0,0,0,-3.093545667e-06,1.21090072e-06,0,0,1.243388786e-07,7.340483898e-08,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"XY_COR","KICKER",109.875,9.09269937,-3.195629261,2.518397103,8.729059798,3.093545667,2.500587175,0,0,0,0,0,0,0.1148536336,0.02870202524,0,0,25.97372722,4.204141711,-2.63289371,25.91584255,4.593877965,1.752718968,-75.06489057,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KICKER","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967758482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09269937e-06,3.195629261e-06,0,0,1.243388786e-07,0,3.195629261e-06,1.233082269e-06,0,0,7.340483898e-08,0,0,0,8.729059798e-06,-3.093545667e-06,0,0,0,0,-3.093545667e-06,1.21090072e-06,0,0,1.243388786e-07,7.340483898e-08,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",110.035,10.14686764,-3.392922424,2.521048335,7.770124243,2.899801552,2.50367939,0,0,0,0,0,0,0.1194459576,0.02870202524,0,0,25.73531762,4.209930424,-2.654553435,25.90827348,4.601576558,1.814260262,-79.42855956,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967743691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014686764e-05,3.392922424e-06,0,0,1.360836529e-07,0,3.392922424e-06,1.233082269e-06,0,0,7.340483898e-08,0,0,0,7.770124243e-06,-2.899801552e-06,0,0,0,0,-2.899801552e-06,1.21090072e-06,0,0,1.360836529e-07,7.340483898e-08,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"O4","DRIFT",110.3,12.03170973,-3.719689225,2.524865826,6.318264923,2.578912861,2.509700225,0,0,0,0,0,0,0.1270519943,0.02870202524,0,0,25.34099332,4.218390865,-2.681198645,25.90089897,4.616127571,1.927412821,-86.65588633,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967719193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.203170973e-05,3.719689225e-06,0,0,1.555359352e-07,0,3.719689225e-06,1.233082269e-06,0,0,7.340483898e-08,0,0,0,6.318264923e-06,-2.578912861e-06,0,0,0,0,-2.578912861e-06,1.21090072e-06,0,0,1.555359352e-07,7.340483898e-08,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"QF","QUADRUPOLE",110.77,13.28696806,1.214963362,2.530603285,5.106630523,0.1554100993,2.52329375,0,0,0,0,0,0,0.1286084922,-0.02218061396,0,0,25.18287841,4.230487093,-2.711466777,25.7856933,4.645012055,2.148752167,-91.20994555,8.164238177,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,0.3919195619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966300727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.328696806e-05,-1.214963362e-06,0,0,1.748802667e-07,0,-1.214963362e-06,1.863582392e-07,0,0,7.643998831e-09,0,0,0,5.106630523e-06,-1.554100993e-07,0,0,0,0,-1.554100993e-07,2.005534362e-07,0,0,1.748802667e-07,7.643998831e-09,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"O2","DRIFT",111.72,11.14672598,1.037923035,2.543039814,4.992350811,-0.03511566508,2.553418279,0,0,0,0,0,0,0.1075369089,-0.02218061396,0,0,25.16791875,4.253938519,-2.74264036,25.55810341,4.704741368,2.460157471,-83.42709514,8.164238177,0,0,-0,-0,-0,-0,298.7070812,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966368594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114672598e-05,-1.037923035e-06,0,0,1.821420656e-07,0,-1.037923035e-06,1.863582392e-07,0,0,7.643998831e-09,0,0,0,4.992350811e-06,3.511566508e-08,0,0,0,0,3.511566508e-08,2.005534362e-07,0,0,1.821420656e-07,7.643998831e-09,0,0,9.724069697e-09,0,0,0,0,0,0,0,0
"BH","SBEND",113.92,7.276416643,0.7068155249,2.582151177,6.121803608,-0.4784878911,2.618557711,0,0,0,0,0,0,0.2771228418,0.176032516,0,0,25.08157321,4.328619958,-2.542811562,25.11119057,4.833554454,2.186104956,-64.77951354,8.946978344,0,0,-0,-0,-0,-0,298.7070812,2.2,0.1570796327,0.1570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SBEND","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04971328496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.276416643e-06,-7.068155249e-07,0,0,-1.407537644e-06,0,-7.068155249e-07,2.060888291e-07,0,0,1.915094469e-07,0,0,0,6.121803608e-06,4.784878911e-07,0,0,0,0,4.784878911e-07,2.007497693e-07,0,0,-1.407537644e-06,1.915094469e-07,0,0,2.941105007e-07,0,0,0,0,0,0,0,0
"O3","DRIFT",114.62,6.387858435,0.5625533445,2.598521143,6.890054043,-0.6190127296,2.635745169,0,0,0,0,0,0,0.400345603,0.176032516,0,0,25.05410452,4.360207042,-2.334658976,24.94433578,4.867519191,1.910705614,-58.67349136,8.946978344,0,0,-0,-0,-0,-0,298.7070812,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04970931622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.387858435e-06,-5.625533445e-07,0,0,-1.273481031e-06,0,-5.625533445e-07,2.060888291e-07,0,0,1.915094469e-07,0,0,0,6.890054043e-06,6.190127296e-07,0,0,0,0,6.190127296e-07,2.007497693e-07,0,0,-1.273481031e-06,1.915094469e-07,0,0,2.941105007e-07,0,0,0,0,0,0,0,0
"BH","SBEND",116.82,4.786110235,0.1595160316,2.663364988,10.59228132,-1.064525617,2.677198383,0,0,0,0,0,0,1.00060441,0.3685348176,0,0,24.85809558,4.486257383,-1.01827451,24.46424167,4.947797123,1.011447241,-39.13889579,9.441213638,0,0,-0,-0,-0,-0,298.7070812,2.2,0.1570796327,0.1570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SBEND","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497434578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.786110235e-06,-1.595160316e-07,0,0,-1.826338517e-06,0,-1.595160316e-07,2.142544392e-07,0,0,2.821721797e-07,0,0,0,1.059228132e-05,1.064525617e-06,0,0,0,0,1.064525617e-06,2.013933283e-07,0,0,-1.826338517e-06,2.821721797e-07,0,0,9.313132864e-07,0,0,0,0,0,0,0,0
"O2","DRIFT",117.77,4.676394407,-0.04402568563,2.695543032,12.79663747,-1.255849279,2.690199605,0,0,0,0,0,0,1.350712487,0.3685348176,0,0,24.80030298,4.548994419,-0.2703103536,24.2391979,4.973190851,0.6882838678,-30.61543063,9.441213638,0,0,-0,-0,-0,-0,298.7070812,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04973218158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.676394407e-06,4.402568563e-08,0,0,-1.558274946e-06,0,4.402568563e-08,2.142544392e-07,0,0,2.821721797e-07,0,0,0,1.279663747e-05,1.255849279e-06,0,0,0,0,1.255849279e-06,2.013933283e-07,0,0,-1.558274946e-06,2.821721797e-07,0,0,9.313132864e-07,0,0,0,0,0,0,0,0
"QD","QUADRUPOLE",118.24,5.711616239,-2.29522988,2.710497753,11.61222087,3.615554899,2.69614644,0,0,0,0,0,0,1.658701436,0.962574386,0,0,25.0645138,4.578576562,0.0527715288,24.37580361,4.984324208,0.5377029525,-29.36947692,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,-0.4009681338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04988727833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.711616239e-06,2.29522988e-06,0,0,-1.570601928e-06,0,2.29522988e-06,1.097426707e-06,0,0,-3.354486313e-07,0,0,0,1.161222087e-05,-3.615554899e-06,0,0,0,0,-3.615554899e-06,1.21184719e-06,0,0,-1.570601928e-06,-3.354486313e-07,0,0,9.313132864e-07,0,0,0,0,0,0,0,0
