NAME,KEYWORD,S,BETX,ALFX,MUX,BETY,ALFY,MUY,X,PX,Y,PY,T,PT,DX,DPX,DY,DPY,WX,PHIX,DMUX,WY,PHIY,DMUY,DDX,DDPX,DDY,DDPY,R11,R12,R21,R22,ENERGY,L,ANGLE,K0L,K0SL,K1L,K1SL,K2L,K2SL,K3L,K3SL,K4L,K4SL,K5L,K5SL,K6L,K6SL,K7L,K7SL,K8L,K8SL,K9L,K9SL,K10L,K10SL,K11L,K11SL,K12L,K12SL,K13L,K13SL,K14L,K14SL,K15L,K15SL,K16L,K16SL,K17L,K17SL,K18L,K18SL,K19L,K19SL,K20L,K20SL,KSI,HKICK,VKICK,TILT,E1,E2,H1,H2,HGAP,FINT,FINTX,VOLT,LAG,FREQ,HARMON,SLOT_ID,ASSEMBLY_ID,MECH_SEP,V_POS,BBCHARGE,XMA,YMA,SIGX,SIGY,LRAD,PARENT,COMMENTS,RE11,RE12,RE13,RE14,RE15,RE16,RE21,RE22,RE23,RE24,RE25,RE26,RE31,RE32,RE33,RE34,RE35,RE36,RE41,RE42,RE43,RE44,RE45,RE46,RE51,RE52,RE53,RE54,RE55,RE56,RE61,RE62,RE63,RE64,RE65,RE66,KMAX,KMIN,CALIB,POLARITY,ALFA,BETA11,BETA12,BETA13,BETA21,BETA22,BETA23,BETA31,BETA32,BETA33,ALFA11,ALFA12,ALFA13,ALFA21,ALFA22,ALFA23,ALFA31,ALFA32,ALFA33,GAMA11,GAMA12,GAMA13,GAMA21,GAMA22,GAMA23,GAMA31,GAMA32,GAMA33,BETA11P,BETA12P,BETA13P,BETA21P,BETA22P,BETA23P,BETA31P,BETA32P,BETA33P,ALFA11P,ALFA12P,ALFA13P,ALFA21P,ALFA22P,ALFA23P,ALFA31P,ALFA32P,ALFA33P,GAMA11P,GAMA12P,GAMA13P,GAMA21P,GAMA22P,GAMA23P,GAMA31P,GAMA32P,GAMA33P,DISP1,DISP2,DISP3,DISP4,DISP1P,DISP2P,DISP3P,DISP4P,DISP1P2,DISP2P2,DISP3P2,DISP4P2,DISP1P3,DISP2P3,DISP3P3,DISP4P3,MU1,MU2,MU3,SIG11,SIG12,SIG13,SIG14,SIG15,SIG16,SIG21,SIG22,SIG23,SIG24,SIG25,SIG26,SIG31,SIG32,SIG33,SIG34,SIG35,SIG36,SIG41,SIG42,SIG43,SIG44,SIG45,SIG46,SIG51,SIG52,SIG53,SIG54,SIG55,SIG56,SIG61,SIG62,SIG63,SIG64,SIG65,SIG66,N1
"XY_COR","KICKER",57.135,9.09269937,-3.195629261,1.318396821,8.729059798,3.093545667,1.288087093,0,0,0,0,0,0,0.1148536336,0.02870202524,0,0,25.97372722,2.204141711,-2.630389789,25.91584255,2.593877965,1.755214083,-75.06489057,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KICKER","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967758482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09269937e-06,3.195629261e-06,0,0,-3.595291807e-08,0,3.195629261e-06,1.233082269e-06,0,0,7.184908822e-09,0,0,0,8.729059798e-06,-3.093545667e-06,0,0,0,0,-3.093545667e-06,1.21090072e-06,0,0,-3.595291807e-08,7.184908822e-09,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",57.295,10.14686764,-3.392922424,1.321048054,7.770124243,2.899801552,1.291179308,0,0,0,0,0,0,0.1194459576,0.02870202524,0,0,25.73531762,2.209930424,-2.652049514,25.90827348,2.601576558,1.816755377,-79.42855956,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967743691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014686764e-05,3.392922424e-06,0,0,-3.480333266e-08,0,3.392922424e-06,1.233082269e-06,0,0,7.184908822e-09,0,0,0,7.770124243e-06,-2.899801552e-06,0,0,0,0,-2.899801552e-06,1.21090072e-06,0,0,-3.480333266e-08,7.184908822e-09,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"O4","DRIFT",57.56,12.03170973,-3.719689225,1.324865544,6.318264923,2.578912861,1.297200142,0,0,0,0,0,0,0.1270519943,0.02870202524,0,0,25.34099332,2.218390865,-2.678694724,25.90089897,2.616127571,1.929907935,-86.65588633,-27.23639351,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967719193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.203170973e-05,3.719689225e-06,0,0,-3.289933182e-08,0,3.719689225e-06,1.233082269e-06,0,0,7.184908822e-09,0,0,0,6.318264923e-06,-2.578912861e-06,0,0,0,0,-2.578912861e-06,1.21090072e-06,0,0,-3.289933182e-08,7.184908822e-09,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"QF","QUADRUPOLE",58.03,13.28696806,1.214963362,1.330603003,5.106630523,0.1554100993,1.310793667,0,0,0,0,0,0,0.1286084922,-0.02218061396,0,0,25.18287841,2.230487093,-2.708962856,25.7856933,2.645012055,2.151247282,-91.20994555,8.164238177,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,0.3919195619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966300727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.328696806e-05,-1.214963362e-06,0,0,-2.664130914e-08,0,-1.214963362e-06,1.863582392e-07,0,0,1.903494084e-08,0,0,0,5.106630523e-06,-1.554100993e-07,0,0,0,0,-1.554100993e-07,2.005534362e-07,0,0,-2.664130914e-08,1.903494084e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"O2","DRIFT",58.98,11.14672598,1.037923035,1.343039532,4.992350811,-0.03511566508,1.340918196,0,0,0,0,0,0,0.1075369089,-0.02218061396,0,0,25.16791875,2.253938519,-2.740136439,25.55810341,2.704741368,2.462652586,-83.42709514,8.164238177,0,0,-0,-0,-0,-0,298.7070812,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966368594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114672598e-05,-1.037923035e-06,0,0,-8.558115342e-09,0,-1.037923035e-06,1.863582392e-07,0,0,1.903494084e-08,0,0,0,4.992350811e-06,3.511566508e-08,0,0,0,0,3.511566508e-08,2.005534362e-07,0,0,-8.558115342e-09,1.903494084e-08,0,0,3.714268894e-09,0,0,0,0,0,0,0,0
"BH","SBEND",61.18,7.276416643,0.7068155249,1.382150895,6.121803608,-0.4784878911,1.406057629,0,0,0,0,0,0,0.2771228418,0.176032516,0,0,25.08157321,2.328619958,-2.540307641,25.11119057,2.833554454,2.188600071,-64.77951354,8.946978344,0,0,-0,-0,-0,-0,298.7070812,2.2,0.1570796327,0.1570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SBEND","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04971328496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.276416643e-06,-7.068155249e-07,0,0,-1.570932845e-06,0,-7.068155249e-07,2.060888291e-07,0,0,2.048901531e-07,0,0,0,6.121803608e-06,4.784878911e-07,0,0,0,0,4.784878911e-07,2.007497693e-07,0,0,-1.570932845e-06,2.048901531e-07,0,0,3.590524361e-07,0,0,0,0,0,0,0,0
"O3","DRIFT",61.88,6.387858435,0.5625533445,1.398520861,6.890054043,-0.6190127296,1.423245086,0,0,0,0,0,0,0.400345603,0.176032516,0,0,25.05410452,2.360207042,-2.332155055,24.94433578,2.867519191,1.913200729,-58.67349136,8.946978344,0,0,-0,-0,-0,-0,298.7070812,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04970931622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.387858435e-06,-5.625533445e-07,0,0,-1.427509738e-06,0,-5.625533445e-07,2.060888291e-07,0,0,2.048901531e-07,0,0,0,6.890054043e-06,6.190127296e-07,0,0,0,0,6.190127296e-07,2.007497693e-07,0,0,-1.427509738e-06,2.048901531e-07,0,0,3.590524361e-07,0,0,0,0,0,0,0,0
"BH","SBEND",64.08,4.786110235,0.1595160316,1.463364706,10.59228132,-1.064525617,1.4646983,0,0,0,0,0,0,1.00060441,0.3685348176,0,0,24.85809558,2.486257383,-1.015770589,24.46424167,2.947797123,1.013942355,-39.13889579,9.441213638,0,0,-0,-0,-0,-0,298.7070812,2.2,0.1570796327,0.1570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SBEND","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497434578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.786110235e-06,-1.595160316e-07,0,0,-1.949154229e-06,0,-1.595160316e-07,2.142544392e-07,0,0,2.971085546e-07,0,0,0,1.059228132e-05,1.064525617e-06,0,0,0,0,1.064525617e-06,2.013933283e-07,0,0,-1.949154229e-06,2.971085546e-07,0,0,1.051727824e-06,0,0,0,0,0,0,0,0
"O2","DRIFT",65.03,4.676394407,-0.04402568563,1.49554275,12.79663747,-1.255849279,1.477699522,0,0,0,0,0,0,1.350712487,0.3685348176,0,0,24.80030298,2.548994419,-0.2678064326,24.2391979,2.973190851,0.6907789826,-30.61543063,9.441213638,0,0,-0,-0,-0,-0,298.7070812,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04973218158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.676394407e-06,4.402568563e-08,0,0,-1.666901102e-06,0,4.402568563e-08,2.142544392e-07,0,0,2.971085546e-07,0,0,0,1.279663747e-05,1.255849279e-06,0,0,0,0,1.255849279e-06,2.013933283e-07,0,0,-1.666901102e-06,2.971085546e-07,0,0,1.051727824e-06,0,0,0,0,0,0,0,0
"QD","QUADRUPOLE",65.5,5.711616239,-2.29522988,1.510497471,11.61222087,3.615554899,1.483646358,0,0,0,0,0,0,1.658701436,0.962574386,0,0,25.0645138,2.578576562,0.0552754498,24.37580361,2.984324208,0.5401980673,-29.36947692,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,-0.4009681338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04988727833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.711616239e-06,2.29522988e-06,0,0,-1.682382736e-06,0,2.29522988e-06,1.097426707e-06,0,0,-3.640192186e-07,0,0,0,1.161222087e-05,-3.615554899e-06,0,0,0,0,-3.615554899e-06,1.21184719e-06,0,0,-1.682382736e-06,-3.640192186e-07,0,0,1.051727824e-06,0,0,0,0,0,0,0,0
"O4","DRIFT",65.765,7.005154865,-2.586047957,1.517167147,9.781078741,3.294415394,1.487604211,0,0,0,0,0,0,1.913783648,0.962574386,0,0,25.42289682,2.592501227,0.1913292963,24.62153197,2.990117366,0.4385043012,-30.32696734,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04987906268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.005154865e-06,2.586047957e-06,0,0,-1.778847829e-06,0,2.586047957e-06,1.097426707e-06,0,0,-3.640192186e-07,0,0,0,9.781078741e-06,-3.294415394e-06,0,0,0,0,-3.294415394e-06,1.21184719e-06,0,0,-1.778847829e-06,-3.640192186e-07,0,0,1.051727824e-06,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",65.925,7.860784335,-2.761636231,1.520599026,8.757889104,3.100519843,1.490355706,0,0,0,0,0,0,2.06779555,0.962574386,0,0,25.63944176,2.599710456,0.2590724954,24.77198262,2.994359336,0.3671282268,-30.90507476,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498741023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.860784335e-06,2.761636231e-06,0,0,-1.837090904e-06,0,2.761636231e-06,1.097426707e-06,0,0,-3.640192186e-07,0,0,0,8.757889104e-06,-3.100519843e-06,0,0,0,0,-3.100519843e-06,1.21184719e-06,0,0,-1.837090904e-06,-3.640192186e-07,0,0,1.051727824e-06,0,0,0,0,0,0,0,0
"IBPM","MONITOR",65.925,7.860784335,-2.761636231,1.520599026,8.757889104,3.100519843,1.490355706,0,0,0,0,0,0,2.06779555,0.962574386,0,0,25.63944176,2.599710456,0.2590724954,24.77198262,2.994359336,0.3671282268,-30.90507476,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MONITOR","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498741023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.860784335e-06,2.761636231e-06,0,0,-1.837090904e-06,0,2.761636231e-06,1.097426707e-06,0,0,-3.640192186e-07,0,0,0,8.757889104e-06,-3.100519843e-06,0,0,0,0,-3.100519843e-06,1.21184719e-06,0,0,-1.837090904e-06,-3.640192186e-07,0,0,1.051727824e-06,0,0,0,0,0,0,0,0
"XY_COR","KICKER",65.925,7.860784335,-2.761636231,1.520599026,8.757889104,3.100519843,1.490355706,0,0,0,0,0,0,2.06779555,0.962574386,0,0,25.63944176,2.599710456,0.2590724954,24.77198262,2.994359336,0.3671282268,-30.90507476,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KICKER","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498741023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.860784335e-06,2.761636231e-06,0,0,-1.837090904e-06,0,2.761636231e-06,1.097426707e-06,0,0,-3.640192186e-07,0,0,0,8.757889104e-06,-3.100519843e-06,0,0,0,0,-3.100519843e-06,1.21184719e-06,0,0,-1.837090904e-06,-3.640192186e-07,0,0,1.051727824e-06,0,0,0,0,0,0,0,0
"DIBPM","DRIFT",66.085,8.772602053,-2.937224504,1.523665716,7.796746042,2.906624293,1.493437551,0,0,0,0,0,0,2.221807451,0.962574386,0,0,25.85610548,2.606183518,0.3181688597,24.92396955,2.99927731,0.2866417235,-31.48318218,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04986914191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.772602053e-06,2.937224504e-06,0,0,-1.895333979e-06,0,2.937224504e-06,1.097426707e-06,0,0,-3.640192186e-07,0,0,0,7.796746042e-06,-2.906624293e-06,0,0,0,0,-2.906624293e-06,1.21184719e-06,0,0,-1.895333979e-06,-3.640192186e-07,0,0,1.051727824e-06,0,0,0,0,0,0,0,0
"O4","DRIFT",66.35,10.40639783,-3.228042581,1.528080478,6.341337135,2.585484788,1.499437144,0,0,0,0,0,0,2.476889664,0.962574386,0,0,26.21520817,2.615563285,0.4006771052,25.17900258,3.009246593,0.1287589481,-32.4406726,-2.387813594,0,0,-0,-0,-0,-0,298.7070812,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DRIFT","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04986092626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.040639783e-05,3.228042581e-06,0,0,-1.991799072e-06,0,3.228042581e-06,1.097426707e-06,0,0,-3.640192186e-07,0,0,0,6.341337135e-06,-2.585484788e-06,0,0,0,0,-2.585484788e-06,1.21184719e-06,0,0,-1.991799072e-06,-3.640192186e-07,0,0,1.051727824e-06,0,0,0,0,0,0,0,0
"QF","QUADRUPOLE",66.82,11.50748439,1.030949024,1.534710078,5.12747769,0.1538594838,1.512978178,0,0,0,0,0,0,2.690893898,-0.0659399144,0,0,26.381367,2.62878128,0.5178965621,25.44125722,3.035433495,-0.2280493736,-30.84604158,10.22831632,0,0,-0,-0,-0,-0,298.7070812,0.47,0,0,0,0.3919195619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"QUADRUPOLE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04956832588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.150748439e-05,-1.030949024e-06,0,0,-1.977035603e-06,0,-1.030949024e-06,1.792621062e-07,0,0,4.258751665e-07,0,0,0,5.12747769e-06,-1.538594838e-07,0,0,0,0,-1.538594838e-07,1.996445041e-07,0,0,-1.977035603e-06,4.258751665e-07,0,0,1.051727824e-06,0,0,0,0,0,0,0,0
