@ NAME             %06s "SURVEY"
@ TYPE             %06s "SURVEY"
@ TITLE            %01s "s"
@ ORIGIN           %18s "5.07.00 Windows 64"
@ DATE             %08s "02/12/21"
@ TIME             %08s "16.49.15"
* NAME               KEYWORD                             S                  L              ANGLE                  X                  Y                  Z              THETA                PHI                PSI         GLOBALTILT               TILT    SLOT_ID ASSEMBLY_ID           MECH_SEP              V_POS COMMENTS           
$ %s                 %s                                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le         %d         %d                %le                %le %s                 
 "KM4B.3.ERR"        "KICKER"                         134.4                  0                  0       -54.56892852                  0       -25.87552913        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M4B.3.ERR"         "MULTIPOLE"                      134.4                  0                  0       -54.56892852                  0       -25.87552913        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_46"          "DRIFT"                        134.715              0.315                  0       -54.31408817                  0       -26.06068149        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "MC4.3"             "SEXTUPOLE"                    135.035               0.32                  0       -54.05520273                  0       -26.24877277        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_47"          "DRIFT"                         135.35              0.315                  0       -53.80036238                  0       -26.43392512        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD4.3.ERR"         "MULTIPOLE"                     135.35                  0                  0       -53.80036238                  0       -26.43392512        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD4.3"             "QUADRUPOLE"                    135.82               0.47                  0       -53.42012439                  0       -26.71018419        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD4.3.ERR"         "MULTIPOLE"                     135.82                  0                  0       -53.42012439                  0       -26.71018419        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMV4.3"           "VMONITOR"                     136.085              0.265                  0       -53.20573489                  0       -26.86594728        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "ST4.3"             "KICKER"                       136.405               0.32                  0       -52.94684945                  0       -27.05403856        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMH4.3"           "HMONITOR"                      136.67              0.265                  0       -52.73245994                  0       -27.20980165        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF4.3.ERR"         "MULTIPOLE"                     136.67                  0                  0       -52.73245994                  0       -27.20980165        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF4.3"             "QUADRUPOLE"                    137.14               0.47                  0       -52.35222196                  0       -27.48606072        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF4.3.ERR"         "MULTIPOLE"                     137.14                  0                  0       -52.35222196                  0       -27.48606072        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_48"          "DRIFT"                         138.09               0.95                  0       -51.58365581                  0       -28.04445671        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5A.3.ERR"         "MULTIPOLE"                     138.09                  0                  0       -51.58365581                  0       -28.04445671        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM5A.3.ERR"        "KICKER"                        138.09                  0                  0       -51.58365581                  0       -28.04445671        -4.08407045                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5A.3"             "SBEND"                         140.29                2.2       0.1570796327       -49.70977534                  0       -29.19277214       -4.241150082                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM5A.3.ERR"        "KICKER"                        140.29                  0                  0       -49.70977534                  0       -29.19277214       -4.241150082                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5A.3.ERR"         "MULTIPOLE"                     140.29                  0                  0       -49.70977534                  0       -29.19277214       -4.241150082                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_49"          "DRIFT"                         140.99                0.7                  0       -49.08607078                  0       -29.51056549       -4.241150082                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5B.3.ERR"         "MULTIPOLE"                     140.99                  0                  0       -49.08607078                  0       -29.51056549       -4.241150082                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM5B.3.ERR"        "KICKER"                        140.99                  0                  0       -49.08607078                  0       -29.51056549       -4.241150082                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5B.3"             "SBEND"                         143.19                2.2       0.1570796327       -47.05562478                  0       -30.35160376       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM5B.3.ERR"        "KICKER"                        143.19                  0                  0       -47.05562478                  0       -30.35160376       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5B.3.ERR"         "MULTIPOLE"                     143.19                  0                  0       -47.05562478                  0       -30.35160376       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_50"          "DRIFT"                         144.14               0.95                  0       -46.15212109                  0       -30.64516991       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD5.3.ERR"         "MULTIPOLE"                     144.14                  0                  0       -46.15212109                  0       -30.64516991       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD5.3"             "QUADRUPOLE"                    144.61               0.47                  0       -45.70512452                  0       -30.79040789       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD5.3.ERR"         "MULTIPOLE"                     144.61                  0                  0       -45.70512452                  0       -30.79040789       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMV5.3"           "VMONITOR"                     144.875              0.265                  0       -45.45309455                  0        -30.8722974       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "ST5.3"             "KICKER"                       145.195               0.32                  0       -45.14875646                  0       -30.97118284       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMH5.3"           "HMONITOR"                      145.46              0.265                  0       -44.89672649                  0       -31.05307234       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF5.3.ERR"         "MULTIPOLE"                     145.46                  0                  0       -44.89672649                  0       -31.05307234       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF5.3"             "QUADRUPOLE"                    145.93               0.47                  0       -44.44972992                  0       -31.19831033       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF5.3.ERR"         "MULTIPOLE"                     145.93                  0                  0       -44.44972992                  0       -31.19831033       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_51"          "DRIFT"                         146.88               0.95                  0       -43.54622623                  0       -31.49187647       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M6A.3.ERR"         "MULTIPOLE"                     146.88                  0                  0       -43.54622623                  0       -31.49187647       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM6A.3.ERR"        "KICKER"                        146.88                  0                  0       -43.54622623                  0       -31.49187647       -4.398229715                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M6A.3"             "SBEND"                         149.08                2.2       0.1570796327       -41.40921102                  0       -32.00492843       -4.555309348                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM6A.3.ERR"        "KICKER"                        149.08                  0                  0       -41.40921102                  0       -32.00492843       -4.555309348                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M6A.3.ERR"         "MULTIPOLE"                     149.08                  0                  0       -41.40921102                  0       -32.00492843       -4.555309348                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_52"          "DRIFT"                         149.78                0.7                  0       -40.71782918                  0       -32.11443256       -4.555309348                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M6B.3.ERR"         "MULTIPOLE"                     149.78                  0                  0       -40.71782918                  0       -32.11443256       -4.555309348                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM6B.3.ERR"        "KICKER"                        149.78                  0                  0       -40.71782918                  0       -32.11443256       -4.555309348                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M6B.3"             "SBEND"                         151.98                2.2       0.1570796327       -38.52686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM6B.3.ERR"        "KICKER"                        151.98                  0                  0       -38.52686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M6B.3.ERR"         "MULTIPOLE"                     151.98                  0                  0       -38.52686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_53"          "DRIFT"                         152.93               0.95                  0       -37.57686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD6.3.ERR"         "MULTIPOLE"                     152.93                  0                  0       -37.57686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD6.3"             "QUADRUPOLE"                     153.4               0.47                  0       -37.10686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD6.3.ERR"         "MULTIPOLE"                      153.4                  0                  0       -37.10686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMV6.3"           "VMONITOR"                     153.665              0.265                  0       -36.84186516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "ST6.3"             "KICKER"                       153.985               0.32                  0       -36.52186516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMH6.3"           "HMONITOR"                      154.25              0.265                  0       -36.25686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF6.3.ERR"         "MULTIPOLE"                     154.25                  0                  0       -36.25686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF6.3"             "QUADRUPOLE"                    154.72               0.47                  0       -35.78686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF6.3.ERR"         "MULTIPOLE"                     154.72                  0                  0       -35.78686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_54"          "DRIFT"                         161.72                  7                  0       -28.78686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD1.4.ERR"         "MULTIPOLE"                     161.72                  0                  0       -28.78686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD1.4"             "QUADRUPOLE"                    162.19               0.47                  0       -28.31686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD1.4.ERR"         "MULTIPOLE"                     162.19                  0                  0       -28.31686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMV1.4"           "VMONITOR"                     162.455              0.265                  0       -28.05186516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "ST1.4"             "KICKER"                       162.775               0.32                  0       -27.73186516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMH1.4"           "HMONITOR"                      163.04              0.265                  0       -27.46686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF1.4.ERR"         "MULTIPOLE"                     163.04                  0                  0       -27.46686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF1.4"             "QUADRUPOLE"                    163.51               0.47                  0       -26.99686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF1.4.ERR"         "MULTIPOLE"                     163.51                  0                  0       -26.99686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_55"          "DRIFT"                         164.46               0.95                  0       -26.04686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M2A.4.ERR"         "MULTIPOLE"                     164.46                  0                  0       -26.04686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM2A.4.ERR"        "KICKER"                        164.46                  0                  0       -26.04686516                  0       -32.28686516        -4.71238898                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M2A.4"             "SBEND"                         166.66                2.2       0.1570796327       -23.85590115                  0       -32.11443256       -4.869468613                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM2A.4.ERR"        "KICKER"                        166.66                  0                  0       -23.85590115                  0       -32.11443256       -4.869468613                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M2A.4.ERR"         "MULTIPOLE"                     166.66                  0                  0       -23.85590115                  0       -32.11443256       -4.869468613                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_56"          "DRIFT"                         167.36                0.7                  0       -23.16451931                  0       -32.00492843       -4.869468613                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M2B.4.ERR"         "MULTIPOLE"                     167.36                  0                  0       -23.16451931                  0       -32.00492843       -4.869468613                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM2B.4.ERR"        "KICKER"                        167.36                  0                  0       -23.16451931                  0       -32.00492843       -4.869468613                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M2B.4"             "SBEND"                         169.56                2.2       0.1570796327        -21.0275041                  0       -31.49187647       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM2B.4.ERR"        "KICKER"                        169.56                  0                  0        -21.0275041                  0       -31.49187647       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M2B.4.ERR"         "MULTIPOLE"                     169.56                  0                  0        -21.0275041                  0       -31.49187647       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_57"          "DRIFT"                         170.51               0.95                  0       -20.12400041                  0       -31.19831033       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD2.4.ERR"         "MULTIPOLE"                     170.51                  0                  0       -20.12400041                  0       -31.19831033       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD2.4"             "QUADRUPOLE"                    170.98               0.47                  0       -19.67700384                  0       -31.05307234       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD2.4.ERR"         "MULTIPOLE"                     170.98                  0                  0       -19.67700384                  0       -31.05307234       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMV2.4"           "VMONITOR"                     171.245              0.265                  0       -19.42497387                  0       -30.97118284       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "ST2.4"             "KICKER"                       171.565               0.32                  0       -19.12063578                  0        -30.8722974       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMH2.4"           "HMONITOR"                      171.83              0.265                  0        -18.8686058                  0       -30.79040789       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF2.4.ERR"         "MULTIPOLE"                     171.83                  0                  0        -18.8686058                  0       -30.79040789       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF2.4"             "QUADRUPOLE"                     172.3               0.47                  0       -18.42160924                  0       -30.64516991       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF2.4.ERR"         "MULTIPOLE"                      172.3                  0                  0       -18.42160924                  0       -30.64516991       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_58"          "DRIFT"                        172.615              0.315                  0       -18.12202644                  0       -30.54782955       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "MC3.4"             "SEXTUPOLE"                    172.935               0.32                  0       -17.81768835                  0       -30.44894411       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_59"          "DRIFT"                         173.25              0.315                  0       -17.51810555                  0       -30.35160376       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M3A.4.ERR"         "MULTIPOLE"                     173.25                  0                  0       -17.51810555                  0       -30.35160376       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM3A.4.ERR"        "KICKER"                        173.25                  0                  0       -17.51810555                  0       -30.35160376       -5.026548246                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M3A.4"             "SBEND"                         175.45                2.2       0.1570796327       -15.48765955                  0       -29.51056549       -5.183627878                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM3A.4.ERR"        "KICKER"                        175.45                  0                  0       -15.48765955                  0       -29.51056549       -5.183627878                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M3A.4.ERR"         "MULTIPOLE"                     175.45                  0                  0       -15.48765955                  0       -29.51056549       -5.183627878                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_60"          "DRIFT"                         176.15                0.7                  0       -14.86395498                  0       -29.19277214       -5.183627878                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M3B.4.ERR"         "MULTIPOLE"                     176.15                  0                  0       -14.86395498                  0       -29.19277214       -5.183627878                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM3B.4.ERR"        "KICKER"                        176.15                  0                  0       -14.86395498                  0       -29.19277214       -5.183627878                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M3B.4"             "SBEND"                         178.35                2.2       0.1570796327       -12.99007452                  0       -28.04445671       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM3B.4.ERR"        "KICKER"                        178.35                  0                  0       -12.99007452                  0       -28.04445671       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M3B.4.ERR"         "MULTIPOLE"                     178.35                  0                  0       -12.99007452                  0       -28.04445671       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_61"          "DRIFT"                          179.3               0.95                  0       -12.22150837                  0       -27.48606072       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD3.4.ERR"         "MULTIPOLE"                      179.3                  0                  0       -12.22150837                  0       -27.48606072       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD3.4"             "QUADRUPOLE"                    179.77               0.47                  0       -11.84127038                  0       -27.20980165       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD3.4.ERR"         "MULTIPOLE"                     179.77                  0                  0       -11.84127038                  0       -27.20980165       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMV3.4"           "VMONITOR"                     180.035              0.265                  0       -11.62688088                  0       -27.05403856       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "ST3.4"             "KICKER"                       180.355               0.32                  0       -11.36799544                  0       -26.86594728       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMH3.4"           "HMONITOR"                      180.62              0.265                  0       -11.15360594                  0       -26.71018419       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF3.4.ERR"         "MULTIPOLE"                     180.62                  0                  0       -11.15360594                  0       -26.71018419       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF3.4"             "QUADRUPOLE"                    181.09               0.47                  0       -10.77336795                  0       -26.43392512       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF3.4.ERR"         "MULTIPOLE"                     181.09                  0                  0       -10.77336795                  0       -26.43392512       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_62"          "DRIFT"                         182.04               0.95                  0       -10.00480181                  0       -25.87552913       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M4A.4.ERR"         "MULTIPOLE"                     182.04                  0                  0       -10.00480181                  0       -25.87552913       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM4A.4.ERR"        "KICKER"                        182.04                  0                  0       -10.00480181                  0       -25.87552913       -5.340707511                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M4A.4"             "SBEND"                         184.24                2.2       0.1570796327       -8.333628027                  0       -24.44821188       -5.497787144                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM4A.4.ERR"        "KICKER"                        184.24                  0                  0       -8.333628027                  0       -24.44821188       -5.497787144                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M4A.4.ERR"         "MULTIPOLE"                     184.24                  0                  0       -8.333628027                  0       -24.44821188       -5.497787144                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_63"          "DRIFT"                         184.94                0.7                  0        -7.83865328                  0       -23.95323714       -5.497787144                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M4B.4.ERR"         "MULTIPOLE"                     184.94                  0                  0        -7.83865328                  0       -23.95323714       -5.497787144                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM4B.4.ERR"        "KICKER"                        184.94                  0                  0        -7.83865328                  0       -23.95323714       -5.497787144                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M4B.4"             "SBEND"                         187.14                2.2       0.1570796327       -6.411336032                  0       -22.28206336       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM4B.4.ERR"        "KICKER"                        187.14                  0                  0       -6.411336032                  0       -22.28206336       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M4B.4.ERR"         "MULTIPOLE"                     187.14                  0                  0       -6.411336032                  0       -22.28206336       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_64"          "DRIFT"                        187.455              0.315                  0       -6.226183678                  0         -22.027223       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "MC4.4"             "SEXTUPOLE"                    187.775               0.32                  0       -6.038092397                  0       -21.76833757       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_65"          "DRIFT"                         188.09              0.315                  0       -5.852940042                  0       -21.51349721       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD4.4.ERR"         "MULTIPOLE"                     188.09                  0                  0       -5.852940042                  0       -21.51349721       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD4.4"             "QUADRUPOLE"                    188.56               0.47                  0       -5.576680974                  0       -21.13325923       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD4.4.ERR"         "MULTIPOLE"                     188.56                  0                  0       -5.576680974                  0       -21.13325923       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMV4.4"           "VMONITOR"                     188.825              0.265                  0       -5.420917882                  0       -20.91886972       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "ST4.4"             "KICKER"                       189.145               0.32                  0       -5.232826601                  0       -20.65998428       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMH4.4"           "HMONITOR"                      189.41              0.265                  0       -5.077063509                  0       -20.44559478       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF4.4.ERR"         "MULTIPOLE"                     189.41                  0                  0       -5.077063509                  0       -20.44559478       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF4.4"             "QUADRUPOLE"                    189.88               0.47                  0       -4.800804441                  0       -20.06535679       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF4.4.ERR"         "MULTIPOLE"                     189.88                  0                  0       -4.800804441                  0       -20.06535679       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_66"          "DRIFT"                         190.83               0.95                  0       -4.242408451                  0       -19.29679065       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5A.4.ERR"         "MULTIPOLE"                     190.83                  0                  0       -4.242408451                  0       -19.29679065       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM5A.4.ERR"        "KICKER"                        190.83                  0                  0       -4.242408451                  0       -19.29679065       -5.654866776                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5A.4"             "SBEND"                         193.03                2.2       0.1570796327       -3.094093023                  0       -17.42291018       -5.811946409                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM5A.4.ERR"        "KICKER"                        193.03                  0                  0       -3.094093023                  0       -17.42291018       -5.811946409                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5A.4.ERR"         "MULTIPOLE"                     193.03                  0                  0       -3.094093023                  0       -17.42291018       -5.811946409                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_67"          "DRIFT"                         193.73                0.7                  0       -2.776299674                  0       -16.79920561       -5.811946409                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5B.4.ERR"         "MULTIPOLE"                     193.73                  0                  0       -2.776299674                  0       -16.79920561       -5.811946409                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM5B.4.ERR"        "KICKER"                        193.73                  0                  0       -2.776299674                  0       -16.79920561       -5.811946409                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5B.4"             "SBEND"                         195.93                2.2       0.1570796327       -1.935261403                  0       -14.76875961       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM5B.4.ERR"        "KICKER"                        195.93                  0                  0       -1.935261403                  0       -14.76875961       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M5B.4.ERR"         "MULTIPOLE"                     195.93                  0                  0       -1.935261403                  0       -14.76875961       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_68"          "DRIFT"                         196.88               0.95                  0       -1.641695258                  0       -13.86525592       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD5.4.ERR"         "MULTIPOLE"                     196.88                  0                  0       -1.641695258                  0       -13.86525592       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD5.4"             "QUADRUPOLE"                    197.35               0.47                  0       -1.496457271                  0       -13.41825936       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QD5.4.ERR"         "MULTIPOLE"                     197.35                  0                  0       -1.496457271                  0       -13.41825936       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMV5.4"           "VMONITOR"                     197.615              0.265                  0       -1.414567767                  0       -13.16622938       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "ST5.4"             "KICKER"                       197.935               0.32                  0       -1.315682329                  0        -12.8618913       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "BPMH5.4"           "HMONITOR"                       198.2              0.265                  0       -1.233792826                  0       -12.60986132       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF5.4.ERR"         "MULTIPOLE"                      198.2                  0                  0       -1.233792826                  0       -12.60986132       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF5.4"             "QUADRUPOLE"                    198.67               0.47                  0       -1.088554838                  0       -12.16286476       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "QF5.4.ERR"         "MULTIPOLE"                     198.67                  0                  0       -1.088554838                  0       -12.16286476       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "DRIFT_69"          "DRIFT"                         199.62               0.95                  0      -0.7949886935                  0       -11.25936107       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "M6A.4.ERR"         "MULTIPOLE"                     199.62                  0                  0      -0.7949886935                  0       -11.25936107       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
 "KM6A.4.ERR"        "KICKER"                        199.62                  0                  0      -0.7949886935                  0       -11.25936107       -5.969026042                  0                  0                  0                  0          0          0                  0                  0 ""                 
